activity_id,title,activity_category,meta_description,thumbnail_image_url,start_date,end_date,register_number,participated_number,expense_money,visible,content,viewCount,created_on,last_modified_on,permalink_url
FB00001,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê ",Không xác định,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê quá, có khoa nào sắp tới có talkshow hay sự kiện gì nhã ý mời a Huy đi ạ, ảnh zui mà ảnh dễ thương m",https://scontent.fsgn2-8.fna.fbcdn.net/v/t1.15752-9/476499552_1420272975987758_4180479456986187126_n.jpg?stp=dst-jpg_s100x100_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeE4gKIfY4SqYsfdciCbl2PL0Ts-TnggxF3ROz5OeCDEXV_UEx5WXNBJ10zu2RRvmRVh1t_MTWg2c-pXZvPukP3Z&_nc_ohc=sMCwZXWeXUsQ7kNvwGrrepe&_nc_oc=AdluvmxZSAAY_i4OPZhTtSw-rT4FKqbRvBP17twSBYd5wc7FWbzmCPnQ0m-9jXx_gd8&_nc_zt=23&_nc_ht=scontent.fsgn2-8.fna&oh=03_Q7cD2AGWwpnWoFxubhxr9T_zgsJmbKuTaNH8oXpXpUVE3CypGw&oe=681A3065,,,,,,True,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê quá, có khoa nào sắp tới có talkshow hay sự kiện gì nhã ý mời a Huy đi ạ, ảnh zui mà ảnh dễ thương mà ảnh mặ…See more",,2025-04-06T23:11:57.258739,2025-04-06T23:11:57.258739,https://www.facebook.com/ETClub.UEH/posts/1287654545065901?comment_id=1287915868373102&__cft__[0]=AZWwijtiCSiqpztdXAfQXxHMZjY_0EiQ0n0W68oxHl97_GfmVMDMipoJF4wOvBtjVNuikpdBYDrxwymEsHuHFP5-39lYWNMAuNAPH8YicFEpWtY99xLYx4uVSHp9ebSLzXTT5D3_Gs8CW5PEirYRG-t1DFCJRALQLlW-UIoqnSlwjnPS2k2fQNchSjTdxpOfcbHh9EPmim1rEBPaUks10KzD&__tn__=R-R
FB00002,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê ",Không xác định,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê quá, có khoa nào sắp tới có talkshow hay sự kiện gì nhã ý mời a Huy đi ạ, ảnh zui mà ảnh dễ thương m",https://scontent.fsgn2-8.fna.fbcdn.net/v/t1.15752-9/476499552_1420272975987758_4180479456986187126_n.jpg?stp=dst-jpg_s100x100_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeE4gKIfY4SqYsfdciCbl2PL0Ts-TnggxF3ROz5OeCDEXV_UEx5WXNBJ10zu2RRvmRVh1t_MTWg2c-pXZvPukP3Z&_nc_ohc=sMCwZXWeXUsQ7kNvwGrrepe&_nc_oc=AdluvmxZSAAY_i4OPZhTtSw-rT4FKqbRvBP17twSBYd5wc7FWbzmCPnQ0m-9jXx_gd8&_nc_zt=23&_nc_ht=scontent.fsgn2-8.fna&oh=03_Q7cD2AGWwpnWoFxubhxr9T_zgsJmbKuTaNH8oXpXpUVE3CypGw&oe=681A3065,,,,,,True,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê quá, có khoa nào sắp tới có talkshow hay sự kiện gì nhã ý mời a Huy đi ạ, ảnh zui mà ảnh dễ thương mà ảnh mặ…See more",,2025-04-06T23:12:13.137897,2025-04-06T23:12:13.137897,https://www.facebook.com/ETClub.UEH/posts/514763224177659?comment_id=530652449185285&__cft__[0]=AZWSVzY6Hfsr2-1jRuyyR8Ah8x6Q5BkFH3MkD_jwCZ2O3l7_TAZpIB7QxHUc7JyirhNAMLc3QDUhL2Q7N6IqjjBPss-udcNAJwwk48AGqasmJHoKmtp7onR1sL8UpWynlSWLIAzdSdaPU9BPny_icj49F3sRrf7TjHiYd4eBJc3HduPwwovXOmpeNYf08LDMHxI&__tn__=R-R
FB00003,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê ",Không xác định,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê quá, có khoa nào sắp tới có talkshow hay sự kiện gì nhã ý mời a Huy đi ạ, ảnh zui mà ảnh dễ thương m",https://scontent.fsgn2-8.fna.fbcdn.net/v/t1.15752-9/476499552_1420272975987758_4180479456986187126_n.jpg?stp=dst-jpg_s100x100_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeE4gKIfY4SqYsfdciCbl2PL0Ts-TnggxF3ROz5OeCDEXV_UEx5WXNBJ10zu2RRvmRVh1t_MTWg2c-pXZvPukP3Z&_nc_ohc=sMCwZXWeXUsQ7kNvwGrrepe&_nc_oc=AdluvmxZSAAY_i4OPZhTtSw-rT4FKqbRvBP17twSBYd5wc7FWbzmCPnQ0m-9jXx_gd8&_nc_zt=23&_nc_ht=scontent.fsgn2-8.fna&oh=03_Q7cD2AGWwpnWoFxubhxr9T_zgsJmbKuTaNH8oXpXpUVE3CypGw&oe=681A3065,,,,,,True,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê quá, có khoa nào sắp tới có talkshow hay sự kiện gì nhã ý mời a Huy đi ạ, ảnh zui mà ảnh dễ thương mà ảnh mặ…See more",,2025-04-06T23:12:24.588448,2025-04-06T23:12:24.588448,https://www.facebook.com/ETClub.UEH/posts/849786907341954?comment_id=510841038433059&__cft__[0]=AZX6qfWwM-u1nmFP29Ro-DdkZgBlzkqMcNDE8xndr_P08Dta6iEIrujJiB0_MwYBo4BNTC7mho-91F3Zk09wQ-0bY-lGMIYovmP5oRFNZR1B6SO7FuBHd1ss6h5JCJAoKCQe5kOWGDSAXZqWN2q8vSFGQa0xURUrN5bTyJlNwzIvlCTf4cnTW0sVWat9EDvlZA0&__tn__=R-R
FB00004,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê ",Không xác định,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê quá, có khoa nào sắp tới có talkshow hay sự kiện gì nhã ý mời a Huy đi ạ, ảnh zui mà ảnh dễ thương m",https://scontent.fsgn2-8.fna.fbcdn.net/v/t1.15752-9/476499552_1420272975987758_4180479456986187126_n.jpg?stp=dst-jpg_s100x100_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeE4gKIfY4SqYsfdciCbl2PL0Ts-TnggxF3ROz5OeCDEXV_UEx5WXNBJ10zu2RRvmRVh1t_MTWg2c-pXZvPukP3Z&_nc_ohc=sMCwZXWeXUsQ7kNvwGrrepe&_nc_oc=AdluvmxZSAAY_i4OPZhTtSw-rT4FKqbRvBP17twSBYd5wc7FWbzmCPnQ0m-9jXx_gd8&_nc_zt=23&_nc_ht=scontent.fsgn2-8.fna&oh=03_Q7cD2AGWwpnWoFxubhxr9T_zgsJmbKuTaNH8oXpXpUVE3CypGw&oe=681A3065,,,,,,True,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê quá, có khoa nào sắp tới có talkshow hay sự kiện gì nhã ý mời a Huy đi ạ, ảnh zui mà ảnh dễ thương mà ảnh mặ…See more",,2025-04-06T23:12:34.763379,2025-04-06T23:12:34.763379,https://www.facebook.com/ETClub.UEH/posts/657096936610953?comment_id=597004249199793&__cft__[0]=AZX4YCEOlo59mbnbA7n0mVQmx5XMZETQVr7NLgC-UnvrYiaL0086Xi42Lb-4MGe8P7orH0BiRjyH6SLw8LsuZDqCiVG1J7wjw5eTstQMtL_eNg1Ak12Leqzjr0GUN3L4GKR1u4K0qyDdUiAGlwxfDzAjQcbxbivRybHgFTdFe1b5z4UdxpYOvKgHrE0U1viNqO0&__tn__=R-R
FB00005,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê ",Không xác định,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê quá, có khoa nào sắp tới có talkshow hay sự kiện gì nhã ý mời a Huy đi ạ, ảnh zui mà ảnh dễ thương m",https://scontent.fsgn2-8.fna.fbcdn.net/v/t1.15752-9/476499552_1420272975987758_4180479456986187126_n.jpg?stp=dst-jpg_s100x100_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeE4gKIfY4SqYsfdciCbl2PL0Ts-TnggxF3ROz5OeCDEXV_UEx5WXNBJ10zu2RRvmRVh1t_MTWg2c-pXZvPukP3Z&_nc_ohc=sMCwZXWeXUsQ7kNvwGrrepe&_nc_oc=AdluvmxZSAAY_i4OPZhTtSw-rT4FKqbRvBP17twSBYd5wc7FWbzmCPnQ0m-9jXx_gd8&_nc_zt=23&_nc_ht=scontent.fsgn2-8.fna&oh=03_Q7cD2AGWwpnWoFxubhxr9T_zgsJmbKuTaNH8oXpXpUVE3CypGw&oe=681A3065,,,,,,True,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê quá, có khoa nào sắp tới có talkshow hay sự kiện gì nhã ý mời a Huy đi ạ, ảnh zui mà ảnh dễ thương mà ảnh mặ…See more",,2025-04-06T23:12:45.418585,2025-04-06T23:12:45.418585,https://www.facebook.com/ETClub.UEH/posts/1239403069891049?comment_id=1239465953218094&reply_comment_id=1239732693191420&__cft__[0]=AZUi0puxDCAv_3zKzuV5BK9q2NOYWxjCyohPSYKSvYilN0pbU66SiZANYkJN_iH70dz_Th30oHBUOiXboHLg0avAohuPdUnKVuMJAXHTIy6Znrc2409fSVDPZvDn0Xd4WRbI7mehwGh9muOFmWIaNqmycQZ6I4bziL29Etkze48lMM5vQ7HOaBTWb1gUpzfYNsBim8zqJ9GvzEYKVHaw5YGJ&__tn__=R-R
FB00006,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê ",Không xác định,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê quá, có khoa nào sắp tới có talkshow hay sự kiện gì nhã ý mời a Huy đi ạ, ảnh zui mà ảnh dễ thương m",https://scontent.fsgn2-8.fna.fbcdn.net/v/t1.15752-9/476499552_1420272975987758_4180479456986187126_n.jpg?stp=dst-jpg_s100x100_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeE4gKIfY4SqYsfdciCbl2PL0Ts-TnggxF3ROz5OeCDEXV_UEx5WXNBJ10zu2RRvmRVh1t_MTWg2c-pXZvPukP3Z&_nc_ohc=sMCwZXWeXUsQ7kNvwGrrepe&_nc_oc=AdluvmxZSAAY_i4OPZhTtSw-rT4FKqbRvBP17twSBYd5wc7FWbzmCPnQ0m-9jXx_gd8&_nc_zt=23&_nc_ht=scontent.fsgn2-8.fna&oh=03_Q7cD2AGWwpnWoFxubhxr9T_zgsJmbKuTaNH8oXpXpUVE3CypGw&oe=681A3065,,,,,,True,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê quá, có khoa nào sắp tới có talkshow hay sự kiện gì nhã ý mời a Huy đi ạ, ảnh zui mà ảnh dễ thương mà ảnh mặ…See more",,2025-04-06T23:12:56.414045,2025-04-06T23:12:56.414045,https://www.facebook.com/ETClub.UEH/posts/523286256658689?comment_id=737371887779136&reply_comment_id=1577280026127366&__cft__[0]=AZVGkYFSnVZ-j9SpNgNrSDU9BBtmgkqXgbVtVK4OHZrFJ0NS4bq0chzeVXqJh59u4GEKnry1ZJmSlLpq2_vdV3P0waS-tFdAY38SAVyvBe35Wy7ZMPaI7u92WNSbRto75jSv7PqcO402DcYyHC0G3Of-13KMrRP59bFwjOy7T81i2btbYIhMf3t57gIgk3cNC3g&__tn__=R-R
FB00007,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê ",Không xác định,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê quá, có khoa nào sắp tới có talkshow hay sự kiện gì nhã ý mời a Huy đi ạ, ảnh zui mà ảnh dễ thương m",https://scontent.fsgn2-8.fna.fbcdn.net/v/t1.15752-9/476499552_1420272975987758_4180479456986187126_n.jpg?stp=dst-jpg_s100x100_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeE4gKIfY4SqYsfdciCbl2PL0Ts-TnggxF3ROz5OeCDEXV_UEx5WXNBJ10zu2RRvmRVh1t_MTWg2c-pXZvPukP3Z&_nc_ohc=sMCwZXWeXUsQ7kNvwGrrepe&_nc_oc=AdluvmxZSAAY_i4OPZhTtSw-rT4FKqbRvBP17twSBYd5wc7FWbzmCPnQ0m-9jXx_gd8&_nc_zt=23&_nc_ht=scontent.fsgn2-8.fna&oh=03_Q7cD2AGWwpnWoFxubhxr9T_zgsJmbKuTaNH8oXpXpUVE3CypGw&oe=681A3065,,,,,,True,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê quá, có khoa nào sắp tới có talkshow hay sự kiện gì nhã ý mời a Huy đi ạ, ảnh zui mà ảnh dễ thương mà ảnh mặ…See more",,2025-04-06T23:13:07.743218,2025-04-06T23:13:07.743218,https://www.facebook.com/ETClub.UEH/posts/648477914139522?comment_id=858453019164489&__cft__[0]=AZXy82lIPwpFTBYAllHAD5rZgkMKPoq9H0Bqz8Ppvm7x1diN7r5NrEz28lU4q3nBpstfBfmtnXV7L-5PCDMMmxM8E8Z6HPDnO253arXktktNP-d7RU77e2BDA1cPnwfsoXSh1paFWb-DO31galReLBtjoaHXAR2h-a2D1LdPLJpShpvnQzO-4ibEYHZBzLJFEfk&__tn__=R-R
FB00008,TUẦN LỄ CHÀO ĐÓN TÂN SINH VIÊNNỐI VÒNG TAY LỚN 2021 - LIGHT ,Không xác định,TUẦN LỄ CHÀO ĐÓN TÂN SINH VIÊNNỐI VÒNG TAY LỚN 2021 - LIGHT UP————————————————————————CHÍNH THỨC BẮT ĐẦU - THẮP SÁNG UEH KINGDOM“Nối Vòng Tay Lớn 2021” - Chương,https://scontent.fsgn2-8.fna.fbcdn.net/v/t1.15752-9/476499552_1420272975987758_4180479456986187126_n.jpg?stp=dst-jpg_s100x100_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeE4gKIfY4SqYsfdciCbl2PL0Ts-TnggxF3ROz5OeCDEXV_UEx5WXNBJ10zu2RRvmRVh1t_MTWg2c-pXZvPukP3Z&_nc_ohc=sMCwZXWeXUsQ7kNvwGrrepe&_nc_oc=AdluvmxZSAAY_i4OPZhTtSw-rT4FKqbRvBP17twSBYd5wc7FWbzmCPnQ0m-9jXx_gd8&_nc_zt=23&_nc_ht=scontent.fsgn2-8.fna&oh=03_Q7cD2AGWwpnWoFxubhxr9T_zgsJmbKuTaNH8oXpXpUVE3CypGw&oe=681A3065,,,,,,True,"TUẦN LỄ CHÀO ĐÓN TÂN SINH VIÊNNỐI VÒNG TAY LỚN 2021 - LIGHT UP————————————————————————CHÍNH THỨC BẮT ĐẦU - THẮP SÁNG UEH KINGDOM“Nối Vòng Tay Lớn 2021” - Chương trình chào đón Tân sinh viên hằng năm chính thức bắt đầu. Với chủ đề “LIGHT UP”, mỗi UEHers là một người tiếp bước, xây dựng nên những giá trị tốt đẹp cho UEH mai sau và họ cùng nhau thắp sáng UEH Kingdom.Tuần lễ Chào đón Tân sinh viên Nối Vòng Tay Lớn 2021 năm nay sẽ kéo dài trong vòng một tuần gồm chuỗi các hoạt động Khai mạc Tuần lễ, Breakroom Gaming và Đêm Đại nhạc Hội ánh sáng với quy mô và hoạt động lớn nhất từ trước đến nay.Thời gian khai mạc: 18h30 | 8.11.2021Địa điểm: Công chiếu trên kênh youtube “Youth UEH Entertainment” (https://www.youtube.com/c/UEHEntertainment)UEH Kingdom sẽ là một cuộc hành trình đang chờ đợi các bạn Tân sinh viên chúng ta khám phá. Còn giờ gì nữa mà không đếm ngược ngày bước vào thế giới của UEH Kingdom?#WelcomeK47#HSV#UEH#LIGHTUP#NVTL2021_________________________________________© Thuộc chuỗi truyền thông chương trình chào đón tân sinh viên khoá 47 ""LIGHT UP""Mọi thông tin chi tiết vui lòng liên hệ:Fanpage: Ban Phong trào - Tình nguyện UEHMail: banphongtrao@ueh.edu.vn",,2025-04-06T23:13:19.394305,2025-04-06T23:13:19.394305,https://www.facebook.com/ETClub.UEH/posts/1236865860144770?comment_id=1236868480144508&reply_comment_id=1236896293475060&__cft__[0]=AZWxmdQ0Cq96unC3D2HnaMLyPqaiNPtBbiOrhUswyKLA-U_hB9HBiFcJZLR5h4RYhKM697LZMhOCBDZoXQuuFEelIsFunsxGL7R75vdBrvam0CJBV8oRie9XjNnJOczE1FJQylLTGsDbu-Ot4jBmv7hLx2G-V5d8CreLeAeHhRbS7e8VzB7-nEe19AyWM8nObZoI7kUkHa7R_B6hZtZBhYY5RqjFbuXwCp1O7cgKP1vqOQ&__tn__=R-R
FB00009,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê ",Không xác định,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê quá, có khoa nào sắp tới có talkshow hay sự kiện gì nhã ý mời a Huy đi ạ, ảnh zui mà ảnh dễ thương m",https://scontent.fsgn2-8.fna.fbcdn.net/v/t1.15752-9/476499552_1420272975987758_4180479456986187126_n.jpg?stp=dst-jpg_s100x100_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeE4gKIfY4SqYsfdciCbl2PL0Ts-TnggxF3ROz5OeCDEXV_UEx5WXNBJ10zu2RRvmRVh1t_MTWg2c-pXZvPukP3Z&_nc_ohc=sMCwZXWeXUsQ7kNvwGrrepe&_nc_oc=AdluvmxZSAAY_i4OPZhTtSw-rT4FKqbRvBP17twSBYd5wc7FWbzmCPnQ0m-9jXx_gd8&_nc_zt=23&_nc_ht=scontent.fsgn2-8.fna&oh=03_Q7cD2AGWwpnWoFxubhxr9T_zgsJmbKuTaNH8oXpXpUVE3CypGw&oe=681A3065,,,,,,True,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê quá, có khoa nào sắp tới có talkshow hay sự kiện gì nhã ý mời a Huy đi ạ, ảnh zui mà ảnh dễ thương mà ảnh mặ…See more",,2025-04-06T23:13:31.094667,2025-04-06T23:13:31.094667,https://www.facebook.com/ETClub.UEH/posts/1092389044592453?comment_id=1093211897843501&__cft__[0]=AZXrpvBYYAsKD5S9c8rtqgzWrCEeznGgnuv5WgMjI_ERx2k5i8yKUexlUjdVGJHG2s-8li-ERf_osonrPkoHxNtjd0lJoPUm6ARH6VjZAZs31rHs4a1tFNZVfdoPUe9kA07FZOYTDYwHoC6B-IXyznRm-qmT8svBJGM161iLRPcXcZ7NDXzYnZQ6g5mutOlS9V-uWoTOkMazVt0I8yZkkrMh&__tn__=R-R
FB00010,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê ",Không xác định,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê quá, có khoa nào sắp tới có talkshow hay sự kiện gì nhã ý mời a Huy đi ạ, ảnh zui mà ảnh dễ thương m",https://scontent.fsgn2-8.fna.fbcdn.net/v/t1.15752-9/476499552_1420272975987758_4180479456986187126_n.jpg?stp=dst-jpg_s100x100_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeE4gKIfY4SqYsfdciCbl2PL0Ts-TnggxF3ROz5OeCDEXV_UEx5WXNBJ10zu2RRvmRVh1t_MTWg2c-pXZvPukP3Z&_nc_ohc=sMCwZXWeXUsQ7kNvwGrrepe&_nc_oc=AdluvmxZSAAY_i4OPZhTtSw-rT4FKqbRvBP17twSBYd5wc7FWbzmCPnQ0m-9jXx_gd8&_nc_zt=23&_nc_ht=scontent.fsgn2-8.fna&oh=03_Q7cD2AGWwpnWoFxubhxr9T_zgsJmbKuTaNH8oXpXpUVE3CypGw&oe=681A3065,,,,,,True,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê quá, có khoa nào sắp tới có talkshow hay sự kiện gì nhã ý mời a Huy đi ạ, ảnh zui mà ảnh dễ thương mà ảnh mặ…See more",,2025-04-06T23:13:42.021981,2025-04-06T23:13:42.021981,https://www.facebook.com/ETClub.UEH/posts/650028150651165?comment_id=283815244644685&reply_comment_id=1085342412629308&__cft__[0]=AZXD00o9VjKT3nHnJ-eTdk2IqqNPIf6BafpSrMaP6L0mFeb_GhhqRViZBjhkNOCjigmXeuRhe23nqoigRkdn3bW3-R4_tFRgNRdoMU982sFavfv1G4gFuXM0cq3-vB82r6WZZeZXYyYnmUk5fc3oL-cHZlpHb9356-bEo6keYi60O-bIuof-F3HzD90niiQWmM4&__tn__=R-R
FB00011,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê ",Không xác định,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê quá, có khoa nào sắp tới có talkshow hay sự kiện gì nhã ý mời a Huy đi ạ, ảnh zui mà ảnh dễ thương m",https://scontent.fsgn2-8.fna.fbcdn.net/v/t1.15752-9/476499552_1420272975987758_4180479456986187126_n.jpg?stp=dst-jpg_s100x100_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeE4gKIfY4SqYsfdciCbl2PL0Ts-TnggxF3ROz5OeCDEXV_UEx5WXNBJ10zu2RRvmRVh1t_MTWg2c-pXZvPukP3Z&_nc_ohc=sMCwZXWeXUsQ7kNvwGrrepe&_nc_oc=AdluvmxZSAAY_i4OPZhTtSw-rT4FKqbRvBP17twSBYd5wc7FWbzmCPnQ0m-9jXx_gd8&_nc_zt=23&_nc_ht=scontent.fsgn2-8.fna&oh=03_Q7cD2AGWwpnWoFxubhxr9T_zgsJmbKuTaNH8oXpXpUVE3CypGw&oe=681A3065,,,,,,True,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê quá, có khoa nào sắp tới có talkshow hay sự kiện gì nhã ý mời a Huy đi ạ, ảnh zui mà ảnh dễ thương mà ảnh mặ…See more",,2025-04-06T23:13:54.625157,2025-04-06T23:13:54.625157,https://www.facebook.com/ETClub.UEH/posts/959292999724677?comment_id=3011711809005028&reply_comment_id=528940556889964&__cft__[0]=AZUFjtGniu6RpdB8n3_fLfuVC10WjmTL-nqnMT4x16DYQD8zXKdH1kUHpwt3bq9TtBDP2DyXYeTHUc-CDiQqFornSRSOQJVMNOm2fGLW-gnPUnUMAz7STWDxEz9FNGxfIfRNmYC7UNyqf3VhMhdhM78kI2WQYzsjgc7TiAuycv5-rLMCDyGz_4igGpYEnUpOm8c&__tn__=R-R
FB00012,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê ",Không xác định,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê quá, có khoa nào sắp tới có talkshow hay sự kiện gì nhã ý mời a Huy đi ạ, ảnh zui mà ảnh dễ thương m",https://scontent.fsgn2-8.fna.fbcdn.net/v/t1.15752-9/476499552_1420272975987758_4180479456986187126_n.jpg?stp=dst-jpg_s100x100_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeE4gKIfY4SqYsfdciCbl2PL0Ts-TnggxF3ROz5OeCDEXV_UEx5WXNBJ10zu2RRvmRVh1t_MTWg2c-pXZvPukP3Z&_nc_ohc=sMCwZXWeXUsQ7kNvwGrrepe&_nc_oc=AdluvmxZSAAY_i4OPZhTtSw-rT4FKqbRvBP17twSBYd5wc7FWbzmCPnQ0m-9jXx_gd8&_nc_zt=23&_nc_ht=scontent.fsgn2-8.fna&oh=03_Q7cD2AGWwpnWoFxubhxr9T_zgsJmbKuTaNH8oXpXpUVE3CypGw&oe=681A3065,,,,,,True,"Anh chị ơii, em thấy bên ULAW mời anh Huy về diễn giả em mê quá, có khoa nào sắp tới có talkshow hay sự kiện gì nhã ý mời a Huy đi ạ, ảnh zui mà ảnh dễ thương mà ảnh mặ…See more",,2025-04-06T23:14:04.735398,2025-04-06T23:14:04.735398,https://www.facebook.com/ETClub.UEH/posts/558086093178705?comment_id=259211773292984&reply_comment_id=254536460560282&__cft__[0]=AZX4QGWDg6LIotFmgNkvc_lOaaI0HQ18Rkj2VTu19fQY4eDFGvJf1XPEvXRUn-Hg3gUHPnKB-7VfBoqh7BPN7DH4FMmxPVwf908GgeJ8TBg_YZznQpxap2l6Z8kzXoaff74IzG3-czIZ6P3RwanKhgFimZBPSQvbSzVkj_CY_W6GRQA3FtpeHk870V91PhkoRcs&__tn__=R-R
FB00013,the night when...,Không xác định,the night when...,https://scontent.fsgn2-8.fna.fbcdn.net/v/t1.15752-9/476499552_1420272975987758_4180479456986187126_n.jpg?stp=dst-jpg_s100x100_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeE4gKIfY4SqYsfdciCbl2PL0Ts-TnggxF3ROz5OeCDEXV_UEx5WXNBJ10zu2RRvmRVh1t_MTWg2c-pXZvPukP3Z&_nc_ohc=sMCwZXWeXUsQ7kNvwGrrepe&_nc_oc=AdluvmxZSAAY_i4OPZhTtSw-rT4FKqbRvBP17twSBYd5wc7FWbzmCPnQ0m-9jXx_gd8&_nc_zt=23&_nc_ht=scontent.fsgn2-8.fna&oh=03_Q7cD2AGWwpnWoFxubhxr9T_zgsJmbKuTaNH8oXpXpUVE3CypGw&oe=681A3065,,,,,,True,the night when...,,2025-04-06T23:14:16.027949,2025-04-06T23:14:16.027949,https://www.facebook.com/ETClub.UEH/posts/1518303218667698?comment_id=827977438287274&reply_comment_id=714720149992080&__cft__[0]=AZVgYBLEW8qorc-5IuH8sUwe4TcruSLkMRVf6EM2s45eW5KcQtoIAiN4eSUZt_evdZIP_xarUazqzAfNCGcfMj74LpQD0kiWR-grjwdLEBuJykXMPO0nH30vcHWKB6mShhUPNMMiAlbYN3-pRDCnZPXYKxrsG8fg7DjdAe8DOHDs9hm2Z3ebdaFag8Lwu-JDKymRmJd8PHqX0t5F9uHM-A63&__tn__=R-R
